1 , 0.000000, 2.678000, 2848.915060 
2 , 0.000000, 3.463000, 2203.117104 
3 , 0.000000, 3.459000, 2205.664797 
4 , 0.000000, 2.984000, 2556.767604 
5 , 0.000000, 3.124000, 2442.187750 
6 , 0.000000, 3.298000, 2313.339761 
7 , 0.000000, 3.654000, 2087.956905 
8 , 0.000000, 4.053000, 1882.406743 
9 , 0.000000, 4.207000, 1813.500007 
10 , 0.000000, 4.703000, 1622.239960 
11 , 0.000000, 5.213000, 1463.532425 
12 , 0.000000, 5.608000, 1360.448383 
13 , 0.000000, 5.873000, 1299.062580 
14 , 0.000000, 6.259000, 1218.947840 
15 , 0.000000, 6.670000, 1143.837261 
16 , 0.000000, 6.724000, 1134.651180 
17 , 0.000000, 7.484000, 1019.427383 
18 , 0.000000, 7.540000, 1011.856039 
19 , 0.000000, 7.709000, 989.673697 
20 , 0.000000, 7.516000, 1015.087085 
