1 , 0.000000, 1.700000, 4487.879136 
2 , 0.000000, 1.594000, 4786.320283 
3 , 0.000000, 1.507000, 5062.637380 
4 , 0.000000, 2.007000, 3801.392392 
5 , 0.000000, 2.335000, 3267.406651 
6 , 0.000000, 2.989000, 2552.490643 
7 , 0.000000, 3.532000, 2160.077727 
8 , 0.000000, 4.010000, 1902.592152 
9 , 0.000000, 4.350000, 1753.883800 
10 , 0.000000, 4.424000, 1724.546684 
11 , 0.000000, 4.482000, 1702.229927 
12 , 0.000000, 4.636000, 1645.684757 
13 , 0.000000, 5.275000, 1446.330717 
14 , 0.000000, 4.962000, 1537.564396 
15 , 0.000000, 4.948000, 1541.914820 
16 , 0.000000, 6.660000, 1145.554734 
17 , 0.000000, 4.960000, 1538.184381 
18 , 0.000000, 5.257000, 1451.282962 
19 , 0.000000, 4.884000, 1562.120092 
20 , 0.000000, 4.916000, 1551.951695 
